Episode,Date,Guests (Himself/Herself - Role),References
2x02,2004-10-08,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2vhktz8:Phil Kay (Himself);o7fyqsem:Rich Hall (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b0074qnj
2x03,2004-10-15,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i4apt8jq:Clive Anderson (Himself);sx5n2tkh:Phill Jupitus (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b0074qpb
2x04,2004-10-22,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);87ulicd3:Jeremy Hardy (Himself);uqomb8vb:Jeremy Clarkson (Himself);t4r1ivmw:Barry Cryer (Himself),http://www.bbc.co.uk/programmes/b0074qq4
2x05,2004-10-29,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tiewbgqw:Jimmy Carr (Himself);b93y6vnu:Jo Brand (Herself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0074qrd
2x06,2004-11-05,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);1voxipjt:Anneka Rice (Herself);yipahedd:Sean Lock (Himself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0074qs2
2x07,2004-11-12,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);dvfmpovw:Arthur Smith (Himself);x9y0q5f5:Dara O'Briain (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b0074qss
2x08,2004-11-19,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);bbjlysaj:Fred MacAulay (Himself);o7fyqsem:Rich Hall (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b0074qt9
2x09,2004-11-26,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);xq202779:Josie Lawrence (Herself);mop8wi6t:John Sessions (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b0074qty
2x10,2004-12-03,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i4apt8jq:Clive Anderson (Himself);m2vhktz8:Phil Kay (Himself);mop8wi6t:John Sessions (Himself),http://www.bbc.co.uk/programmes/b0074rp2
2x11,2004-12-10,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);f5nifco5:Mark Gatiss (Himself);rq34yrxp:Linda Smith (Herself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b0078tm7
2x12,2004-12-17,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9e3q4p9k:Mark Steel (Himself);sx5n2tkh:Phill Jupitus (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b0078tq3
3x01,2005-09-30,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9hgf4amz:Rob Brydon (Himself);l2c0axys:Bill Bailey (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b00791bq
3x02,2005-09-30,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tul04fhf:Doon Mackichan (Herself);dvfmpovw:Arthur Smith (Himself);4mzh48iq:Andy Hamilton (Himself),http://www.bbc.co.uk/programmes/b0074rpw
3x03,2005-10-07,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);yta3thvj:Rory McGrath (Himself);tiewbgqw:Jimmy Carr (Himself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b0074rqm
3x04,2005-10-14,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uqomb8vb:Jeremy Clarkson (Himself);iysm1k9t:Alexander Armstrong (Himself);mop8wi6t:John Sessions (Himself),http://www.bbc.co.uk/programmes/b0074rrf
3x05,2005-10-21,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);yipahedd:Sean Lock (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b0074rs5
3x06,2005-10-28,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);l2c0axys:Bill Bailey (Himself);yta3thvj:Rory McGrath (Himself),http://www.bbc.co.uk/programmes/b0074rsw
3x07,2005-11-04,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);yipahedd:Sean Lock (Himself);o7fyqsem:Rich Hall (Himself);uqomb8vb:Jeremy Clarkson (Himself),http://www.bbc.co.uk/programmes/b0074rtk
3x08,2005-11-11,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2nw4eae:David Mitchell (Himself);l2c0axys:Bill Bailey (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0074rv7
3x09,2005-11-18,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);f2m27b61:Helen Atkinson-Wood (Herself);4mzh48iq:Andy Hamilton (Himself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0074rvs
3x10,2005-11-25,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9e3q4p9k:Mark Steel (Himself);i4apt8jq:Clive Anderson (Himself);mop8wi6t:John Sessions (Himself),http://www.bbc.co.uk/programmes/b0074rwg
3x11,2005-12-02,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i4apt8jq:Clive Anderson (Himself);b93y6vnu:Jo Brand (Herself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0074rz9
3x12,2005-12-09,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);x9y0q5f5:Dara O'Briain (Himself);sx5n2tkh:Phill Jupitus (Himself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0074ryc
4x01,2006-09-29,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);yipahedd:Sean Lock (Himself);b93y6vnu:Jo Brand (Herself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b007935v
4x02,2006-09-29,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);y4h3y6yc:Vic Reeves (Himself);dvfmpovw:Arthur Smith (Himself);i4apt8jq:Clive Anderson (Himself),http://www.bbc.co.uk/programmes/b0074sxd
4x03,2006-10-06,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);xyq08s93:Liza Tarbuck (Herself);uqomb8vb:Jeremy Clarkson (Himself);02265fdx:Neil Mullarkey (Himself),http://www.bbc.co.uk/programmes/b0074sy0
4x04,2006-10-13,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);1q20caz8:Ronni Ancona (Herself);27y8byz9:Rory Bremner (Himself),http://www.bbc.co.uk/programmes/b0074syj
4x05,2006-10-20,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);bne00n41:Andy Parsons (Himself);i4apt8jq:Clive Anderson (Himself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b0074sz2
4x06,2006-10-27,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);mop8wi6t:John Sessions (Himself);sx5n2tkh:Phill Jupitus (Himself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b0074szs
4x07,2006-11-03,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);2a1h4fcb:Julian Clary (Himself);x9y0q5f5:Dara O'Briain (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b0074t0j
4x08,2006-11-10,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);cgg5lqmj:Jonathan Ross (Himself);o7fyqsem:Rich Hall (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0074t18
4x09,2006-11-17,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);4mzh48iq:Andy Hamilton (Himself);m2nw4eae:David Mitchell (Himself);mop8wi6t:John Sessions (Himself),http://www.bbc.co.uk/programmes/b0074t26
4x10,2006-11-24,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);0i00czvq:Graeme Garden (Himself);rhhx9oi8:Johnny Vaughan (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0074t32
4x11,2006-12-01,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);qiro2zno:Roger McGough (Himself);9e3q4p9k:Mark Steel (Himself);y4h3y6yc:Vic Reeves (Himself),http://www.bbc.co.uk/programmes/b0074t3y
4x12,2006-12-08,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);ucuj533y:Jessica Stevenson (Herself);b93y6vnu:Jo Brand (Herself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0074t4r
4x13,2006-12-15,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);x9y0q5f5:Dara O'Briain (Himself);o7fyqsem:Rich Hall (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b0074t5s
5x01,2007-09-21,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9hgf4amz:Rob Brydon (Himself);tiewbgqw:Jimmy Carr (Himself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0080083
5x02,2007-09-21,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);o7fyqsem:Rich Hall (Himself);b93y6vnu:Jo Brand (Herself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b00801d8
5x03,2007-09-28,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);9b46vz01:Johnny Vegas (Himself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b0080gb5
5x04,2007-10-05,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);o7fyqsem:Rich Hall (Himself);yipahedd:Sean Lock (Himself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0080w4h
5x05,2007-10-12,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2nw4eae:David Mitchell (Himself);x9y0q5f5:Dara O'Briain (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0081mbm
5x06,2007-10-19,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uqomb8vb:Jeremy Clarkson (Himself);i4apt8jq:Clive Anderson (Himself);y4h3y6yc:Vic Reeves (Himself),http://www.bbc.co.uk/programmes/b0082hyx
5x07,2007-10-26,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i4apt8jq:Clive Anderson (Himself);y4h3y6yc:Vic Reeves (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b0084lmr
5x08,2007-11-02,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2nw4eae:David Mitchell (Himself);sx5n2tkh:Phill Jupitus (Himself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b00859zw
5x09,2007-11-09,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uqomb8vb:Jeremy Clarkson (Himself);b93y6vnu:Jo Brand (Herself);l2c0axys:Bill Bailey (Himself),http://www.bbc.co.uk/programmes/b0087g6l
5x10,2007-11-16,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);eylau49t:Charlie Higson (Himself);yipahedd:Sean Lock (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b0088zmh
5x11,2007-11-23,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tul04fhf:Doon Mackichan (Herself);tiewbgqw:Jimmy Carr (Himself);x9y0q5f5:Dara O'Briain (Himself),http://www.bbc.co.uk/programmes/b008byj7
5x12,2007-12-07,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);l2c0axys:Bill Bailey (Himself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b008d7dc
6x01,2008-11-14,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);qeo0rxo6:Terry Wogan (Himself);1q20caz8:Ronni Ancona (Herself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00fkbs8
6x02,2008-12-22,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uuvdl6kj:Dom Joly (Himself);9hgf4amz:Rob Brydon (Himself);i4apt8jq:Clive Anderson (Himself),http://www.bbc.co.uk/programmes/b00gdl1v
6x03,2009-01-09,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);eylau49t:Charlie Higson (Himself);4mzh48iq:Andy Hamilton (Himself);9hgf4amz:Rob Brydon (Himself),http://www.bbc.co.uk/programmes/b00gn6yr
6x04,2009-01-16,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9b46vz01:Johnny Vegas (Himself);cyfp2kui:Pam Ayres (Herself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b00gq734
6x05,2009-01-23,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i5uubaby:Hugh Dennis (Himself);b93y6vnu:Jo Brand (Herself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b00gvmr5
6x06,2009-01-30,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tiewbgqw:Jimmy Carr (Himself);funl9xzs:Marcus Brigstocke (Himself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b00h7053
6x07,2009-02-06,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);x9y0q5f5:Dara O'Briain (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b00hd661
6x08,2009-02-13,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uk8mmmbl:Reginald D. Hunter (Himself);o7fyqsem:Rich Hall (Himself);i4apt8jq:Clive Anderson (Himself),http://www.bbc.co.uk/programmes/b00hklrs
6x09,2009-02-20,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);yipahedd:Sean Lock (Himself);9hgf4amz:Rob Brydon (Himself);t1g5imsm:Ben Miller (Himself),http://www.bbc.co.uk/programmes/b00hq4mg
6x10,2009-02-27,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);o4ohfiqq:John Sergeant (Himself);tiewbgqw:Jimmy Carr (Himself);b93y6vnu:Jo Brand (Herself),http://www.bbc.co.uk/programmes/b00hvx6t
6x11,2009-03-06,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tcgexe5r:Emma Thompson (Herself);mop8wi6t:John Sessions (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00j093t
6x12,2009-03-20,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2nw4eae:David Mitchell (Himself);o7fyqsem:Rich Hall (Himself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b00j8gq8
7x01,2009-11-26,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);x9y0q5f5:Dara O'Briain (Himself);9hgf4amz:Rob Brydon (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00p4h7w
7x02,2009-12-03,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);l2c0axys:Bill Bailey (Himself);yipahedd:Sean Lock (Himself);nch01m5e:Sandi Toksvig (Herself);uejke8ee:John Hodgman (Himself),http://www.bbc.co.uk/programmes/b00p4yyf
7x03,2009-12-10,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);yipahedd:Sean Lock (Himself);xyq08s93:Liza Tarbuck (Herself),http://www.bbc.co.uk/programmes/b00pdbrl
7x04,2009-12-17,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);9hgf4amz:Rob Brydon (Himself);tiewbgqw:Jimmy Carr (Himself),http://www.bbc.co.uk/programmes/b00pgrhr
7x05,2009-12-24,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);l2c0axys:Bill Bailey (Himself);3xla1274:Lee Mack (Himself);f0lmu0a6:David Tennant (Himself),http://www.bbc.co.uk/programmes/b00pkbnv
7x06,2010-01-01,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);m2nw4eae:David Mitchell (Himself);x9y0q5f5:Dara O'Briain (Himself);rlldarrq:Graham Norton (Himself),http://www.bbc.co.uk/programmes/b00pn43s
7x07,2010-01-08,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);1q20caz8:Ronni Ancona (Herself);nch01m5e:Sandi Toksvig (Herself);goz3ofbt:Jack Dee (Himself),http://www.bbc.co.uk/programmes/b00psr9j
7x08,2010-01-15,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);9hgf4amz:Rob Brydon (Himself);yipahedd:Sean Lock (Himself),http://www.bbc.co.uk/programmes/b00pzdr0
7x09,2010-01-22,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);i5uubaby:Hugh Dennis (Himself);4mzh48iq:Andy Hamilton (Himself),http://www.bbc.co.uk/programmes/b00qbsbz
7x10,2010-01-29,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);yipahedd:Sean Lock (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00qgshb
7x11,2010-02-05,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);i4apt8jq:Clive Anderson (Himself);tiewbgqw:Jimmy Carr (Himself);t5dwdzuc:Jan Ravens (Herself),http://www.bbc.co.uk/programmes/b00qm909
7x12,2010-02-12,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);30rt134h:Barry Humphries (Himself);l2c0axys:Bill Bailey (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b00qsrzt
7x13,2010-02-19,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);tiewbgqw:Jimmy Carr (Himself);goz3ofbt:Jack Dee (Himself);yy0vihbr:Sue Perkins (Herself),http://www.bbc.co.uk/programmes/b00qykcy
7x14,2010-03-05,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);i4apt8jq:Clive Anderson (Himself);o7fyqsem:Rich Hall (Himself),http://www.bbc.co.uk/programmes/b00pl8fs
7x15,2010-03-26,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);uqomb8vb:Jeremy Clarkson (Himself);l2c0axys:Bill Bailey (Himself);8b83ajav:Danny Baker (Himself),http://www.bbc.co.uk/programmes/b00rqlj8
7x16,2010-04-02,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);9hgf4amz:Rob Brydon (Himself);9b46vz01:Johnny Vegas (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00rvw8w
8x01,2010-09-17,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);sx5n2tkh:Phill Jupitus (Himself);wtzft1x0:Ross Noble (Himself);goz3ofbt:Jack Dee (Himself),http://www.bbc.co.uk/programmes/b00ttsld
8x02,2010-09-24,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);yy0vihbr:Sue Perkins (Herself);l2c0axys:Bill Bailey (Himself);e7o1gtcv:Gyles Brandreth (Himself),http://www.bbc.co.uk/programmes/b00txznq
8x03,2010-10-01,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);8b83ajav:Danny Baker (Himself);yipahedd:Sean Lock (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00v1v8d
8x04,2010-10-08,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);b93y6vnu:Jo Brand (Herself);tiewbgqw:Jimmy Carr (Himself);goz3ofbt:Jack Dee (Himself),http://www.bbc.co.uk/programmes/b00v7ts3
8x05,2010-10-15,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);wtzft1x0:Ross Noble (Himself);yipahedd:Sean Lock (Himself);br52jdqx:Ruby Wax (Herself),http://www.bbc.co.uk/programmes/b00vddj4
8x06,2010-10-22,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);o7fyqsem:Rich Hall (Himself);4mzh48iq:Andy Hamilton (Himself);sx5n2tkh:Phill Jupitus (Himself),http://www.bbc.co.uk/programmes/b00vhw4y
8x07,2010-10-29,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);x9y0q5f5:Dara O'Briain (Himself);yipahedd:Sean Lock (Himself);y9qap6t1:Chris Addison (Himself),http://www.bbc.co.uk/programmes/b00vlq28
8x08,2010-11-05,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);nch01m5e:Sandi Toksvig (Herself);9b46vz01:Johnny Vegas (Himself);7cgf8ofb:John Lloyd (Himself),http://www.bbc.co.uk/programmes/b00vs4h4
8x09,2010-11-12,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);t6mx3m6n:Eddie Izzard (Himself);l2c0axys:Bill Bailey (Himself);8b83ajav:Danny Baker (Himself),http://www.bbc.co.uk/programmes/b00vzyf7
8x10,2010-11-26,fc3xrxvy:Stephen Fry (Himself - Host);hk2rczao:Alan Davies (Himself - Regular);wtzft1x0:Ross Noble (Himself);uqomb8vb:Jeremy Clarkson (Himself);m2nw4eae:David Mitchell (Himself),http://www.bbc.co.uk/programmes/b00wbrwc
