Episode,Date,Guests (Himself/Herself - Role),References
p00546nx,2000-02-24,vvgcg1oo:Melvyn Bragg (Himself - Host);v0x98ygf:Brian Greene (Himself);hjw8gvd7:Sir Martin Rees (Himself);,
p00546p6,2000-03-02,vvgcg1oo:Melvyn Bragg (Himself - Host);aha7aqdf:A.S. Byatt (Herself);ix15dxtu:Dr Catherine Bates (Herself);,
p00546pj,2000-03-09,vvgcg1oo:Melvyn Bragg (Himself - Host);74uwmtff:A.N. Wilson (Himself);ubvmucp7:Victoria Glendinning (Herself);,
p00546pv,2000-03-16,vvgcg1oo:Melvyn Bragg (Himself - Host);siy3q8sq:Robert Service (Himself);khc9qj46:Vitali Vitaliev (Himself);,
p00546q2,2000-03-23,vvgcg1oo:Melvyn Bragg (Himself - Host);er3ia15e:Rachel Bowlby (Herself);k18rf0b6:William Gibson (Himself);,
p00546qd,2000-03-30,vvgcg1oo:Melvyn Bragg (Himself - Host);gqy0qzi9:Richard J Evans (Himself);bxv3r2y8:Eric Hobsbawm (Himself);,
p00546ql,2000-04-06,vvgcg1oo:Melvyn Bragg (Himself - Host);t3x8z5ia:Colin Tudge (Himself);nl5lp9i4:Dr Sandy Knapp (Herself);ncnkcf5w:Henry Gee (Himself);,
p00546qy,2000-04-13,vvgcg1oo:Melvyn Bragg (Himself - Host);vdequf5v:Sir Michael Howard (Himself);b98iozeq:Dr Mary Kaldor (Herself);e0wg3hcc:General Sir Michael Rose (Himself);,
p00546r8,2000-04-20,vvgcg1oo:Melvyn Bragg (Himself - Host);mkgmgbaw:Paul Langford (Himself);gpsx8nvn:Peter Mandler (Himself);85fbfhoq:Lola Young (Herself);,
p00546rl,2000-04-27,vvgcg1oo:Melvyn Bragg (Himself - Host);pi4g20g9:Leslie Aiello (Herself);79ha84wq:Robert Foley (Himself);qqmx9xd3:Mark Roberts (Himself);,
p00546ry,2000-05-04,vvgcg1oo:Melvyn Bragg (Himself - Host);g7z94rru:Jonathan Dollimore (Himself);rivpvk1g:Thomas Lynch (Himself);zmnbcdgb:Marilyn Butler (Herself);,
p00546s8,2000-05-11,vvgcg1oo:Melvyn Bragg (Himself - Host);q9gkfvp6:Professor Sir Frank Kermode (Himself);lv606hv1:Michael Bogdanov (Himself);bk2xi19y:Germaine Greer (Herself);,
p00546sp,2000-05-18,vvgcg1oo:Melvyn Bragg (Himself - Host);v41i3vt5:Dr Helen Castor (Herself);via898v2:Professor Colin Richmond (Himself);qi6ulqpx:Steven Gunn (Himself);,
p00546sz,2000-05-25,vvgcg1oo:Melvyn Bragg (Himself - Host);iwnz6yu9:Paul Strathern (Himself);1znm2yrp:Dr Mary Archer (Herself);p042h3ph:John Murrell (Himself);,
p00546tb,2000-06-01,vvgcg1oo:Melvyn Bragg (Himself - Host);m7nhbn7q:Christopher Hitchens (Himself);kzokpdk8:John Keane (Himself);it3cq3zn:Susan Sontag (Herself);,
p00546tq,2000-06-08,vvgcg1oo:Melvyn Bragg (Himself - Host);gdrn8ug2:Francis Ames-Lewis (Himself);i6u5k3y7:Peter Burke (Himself);wglj1rg9:Dr Evelyn Welch (Herself);,
p00546v2,2000-06-15,vvgcg1oo:Melvyn Bragg (Himself - Host);3szsjq6r:Arthur I. Miller (Himself);vty3tg99:Michael Howe (Himself);7wbt0iwn:Dr Juliet Mitchell (Herself);,
p00546vf,2000-06-22,vvgcg1oo:Melvyn Bragg (Himself - Host);v1bykclg:Richard Holmes (Himself);6v64yw1e:Nigel Hamilton (Himself);utc0608d:Amanda Foreman (Herself);,
p00546vr,2000-06-29,vvgcg1oo:Melvyn Bragg (Himself - Host);w6tv2q3y:Professor Gerald Edelman (Himself);pp3k0ly6:Igor Aleksander (Himself);cj6wix0m:Margaret Boden (Herself);,
p00546w3,2000-09-28,vvgcg1oo:Melvyn Bragg (Himself - Host);y3cxf02n:Peter Ackroyd (Himself);udx567qo:Claire Tomalin (Herself);35yzhp47:Iain Sinclair (Himself);,
p00546wh,2000-10-05,vvgcg1oo:Melvyn Bragg (Himself - Host);ufxmg0q6:Ian Kershaw (Himself);6uwkgn43:Niall Ferguson (Himself);8apftm2d:Mary Fulbrook (Herself);,
p00546ws,2000-10-12,vvgcg1oo:Melvyn Bragg (Himself - Host);qgmnota2:Jonathan Bate (Himself);27z37p3r:Rosemary Ashton (Herself);5sixlqjx:Nicholas Roe (Himself);,
p00546x5,2000-10-19,vvgcg1oo:Melvyn Bragg (Himself - Host);tpewttxu:Mark Buchanan (Himself);8kymic4q:Professor Frank Close (Himself);52xdqrsi:Nancy Cartwright (Herself);,
p00546xd,2000-10-26,vvgcg1oo:Melvyn Bragg (Himself - Host);olm3lxd8:John Guy (Himself);insxh17c:Christopher Haigh (Himself);ac67nks8:Christine Carpenter (Herself);,
p00546xr,2000-11-02,vvgcg1oo:Melvyn Bragg (Himself - Host);n9634j6x:Janet Radcliffe Richards (Herself);ivv4bxhl:Nicholas Humphrey (Himself);glz3t1hk:Professor Steven Rose (Himself);,
p00546y5,2000-11-09,vvgcg1oo:Melvyn Bragg (Himself - Host);3gg4xxvc:Adam Phillips (Himself);nyuwr3wk:Malcolm Bowie (Himself);s0lqxm2o:Lisa Appignanesi (Herself);,
p00546yh,2000-11-16,vvgcg1oo:Melvyn Bragg (Himself - Host);dxt99yq9:Rob Hopkins (Himself);yyncwjgj:Professor Raymond Tallis (Himself);u3jw0sdg:Professor Catherine Belsey (Herself);,
p0054792,2001-01-04,vvgcg1oo:Melvyn Bragg (Himself - Host);o4s0vll2:Chris Baldick (Himself);74uwmtff:A.N. Wilson (Himself);my98uhtu:Emma Clery (Herself);,
p0054799,2001-01-11,vvgcg1oo:Melvyn Bragg (Himself - Host);x53js5d0:Ian Stewart (Himself);71wn2mfk:Margaret Wertheim (Herself);1wqe4n80:John D Barrow (Himself);,
p005479m,2001-01-18,vvgcg1oo:Melvyn Bragg (Himself - Host);0u4f55wn:Roy Porter (Himself);ztx5tmwq:Linda Colley (Herself);cnv269x1:Jeremy Black (Himself);,
p005479y,2001-01-25,vvgcg1oo:Melvyn Bragg (Himself - Host);kn9gq3a0:Stephen Jay Gould (Himself);jyez9l7v:John Haldane (Himself);uy3yifx9:Hilary Rose (Herself);,
p00547b5,2001-02-01,vvgcg1oo:Melvyn Bragg (Himself - Host);3jjuv24z:Richard Drayton (Himself);vf1rs7lt:Maria Misra (Herself);rv6vq4zl:Ziauddin Sardar (Himself);,
p00547bk,2001-02-08,vvgcg1oo:Melvyn Bragg (Himself - Host);okcc9ddh:Tony Davies (Himself);1vcyl572:Lisa Jardine (Herself);11ahyksq:Simon Goldhill (Himself);,
p00547bx,2001-02-15,vvgcg1oo:Melvyn Bragg (Himself - Host);q1pmw1vm:Dr Mark Goldie (Himself);he4woom0:Dr Clare Jackson (Herself);snadhzdy:Richard Ollard (Himself);,
p00547c4,2001-02-22,vvgcg1oo:Melvyn Bragg (Himself - Host);de0enxfe:Dr John Gribbin (Himself);lkng81mn:Lee Smolin (Himself);f4qa1rmf:Dr Janna Levin (Herself);,
p00547ch,2001-03-01,vvgcg1oo:Melvyn Bragg (Himself - Host);6uwkgn43:Niall Ferguson (Himself);gqy0qzi9:Richard J Evans (Himself);rv1yv7ag:Jane Humphries (Herself);,
p00547ct,2001-03-15,vvgcg1oo:Melvyn Bragg (Himself - Host);g6xsfi9n:Katherine Duncan-Jones (Herself);ys98h4k9:John Sutherland (Himself);n6eu373x:Grace Ioppolo (Herself);,
p00547d3,2001-03-22,vvgcg1oo:Melvyn Bragg (Himself - Host);7jkmlpjd:Richard Corfield (Himself);prh1o2k4:Dianne Edwards (Herself);dw9thqvm:Richard Fortey (Himself);,
p00547dh,2001-03-29,vvgcg1oo:Melvyn Bragg (Himself - Host);0bmgbazy:Professor Roger Scruton (Himself);7wvd431s:Angie Hobbes (Herself);ao534awc:Thomas Docherty (Himself);,
p00547ds,2001-04-05,vvgcg1oo:Melvyn Bragg (Himself - Host);dmoebh5q:Charlotte Roueché (Herself);mqa79dfi:David Womersley (Himself);z5zo3ems:Richard Alston (Himself);,
p00547f4,2001-04-12,vvgcg1oo:Melvyn Bragg (Himself - Host);hjw8gvd7:Sir Martin Rees (Himself);sd61h7y0:Jocelyn Bell Burnell (Herself);9j6f5xl9:Professor Martin Ward (Himself);,
p00547fk,2001-04-19,vvgcg1oo:Melvyn Bragg (Himself - Host);75d2ih1r:John Spurr (Himself);4114rxzq:Rosemary Sweet (Herself);5b3gkmum:Scott Mandelbrote (Himself);,
p00547fv,2001-04-26,vvgcg1oo:Melvyn Bragg (Himself - Host);epyfp1hn:John Carey (Himself);z46aexdz:Laura Marcus (Herself);dod56cs9:Valentine Cunningham (Himself);,
p00547g3,2001-05-03,vvgcg1oo:Melvyn Bragg (Himself - Host);jpqxiscb:Jones Erwin (Himself);te3f8qvy:Stephen Mulhall (Himself);vktoz8ig:Margaret Atkins (Herself);,
p00547gg,2001-06-14,vvgcg1oo:Melvyn Bragg (Himself - Host);q915cq3a:Stefan Collini (Himself);qm6qcv51:Anne Janowitz (Herself);6v7z5jog:Andrew Roberts (Himself);,
p00547gy,2001-06-21,vvgcg1oo:Melvyn Bragg (Himself - Host);mhefpxti:Sir Frank Kermode (Himself);f3oponzi:Phillis Levin (Herself);qgmnota2:Jonathan Bate (Himself);,
p00547h8,2001-06-28,vvgcg1oo:Melvyn Bragg (Himself - Host);cgs4qc8w:A.C. Grayling (Himself);l5c32vik:Christina Howells (Herself);z6t4cr4j:Simon Critchley (Himself);,
p00547hl,2001-07-05,vvgcg1oo:Melvyn Bragg (Himself - Host);fgg9jyjs:Simon Winchester (Himself);kb5gv9kj:Cherry Lewis (Herself);gsud50op:John Cosgrove (Himself);,
p00547hx,2001-07-12,vvgcg1oo:Melvyn Bragg (Himself - Host);yzod8g1b:John Bowen (Himself);27z37p3r:Rosemary Ashton (Herself);4stdge9c:Michael Slater (Himself);,
p00547j9,2001-07-19,vvgcg1oo:Melvyn Bragg (Himself - Host);dmoebh5q:Charlotte Roueché (Herself);xqao4zoh:John Julius Norwich (Himself);93cbppb5:Liz James (Herself);,
p00547jm,2001-10-18,vvgcg1oo:Melvyn Bragg (Himself - Host);0ue0n0fz:Melissa Lane (Herself);i9i0hwxf:David Wootton (Himself);3eut6g7r:Tim Winter (Himself);,
p00547jy,2001-10-25,vvgcg1oo:Melvyn Bragg (Himself - Host);6v7z5jog:Andrew Roberts (Himself);lmassjua:Mike Broers (Himself);w3fg06dz:Belinda Beaton (Herself);,
p00547k8,2001-11-01,vvgcg1oo:Melvyn Bragg (Himself - Host);itdrsp2v:Frances Wood (Herself);4e42n86e:Tim Barrett (Himself);rw6zfn6o:Tao Tao Liu (Himself);,
p00547kp,2001-11-08,vvgcg1oo:Melvyn Bragg (Himself - Host);vf1rs7lt:Maria Misra (Herself);jgkx0m0w:Peter Cain (Himself);xy0zarqd:Catherine Hall (Herself);,
p00547l1,2001-11-15,vvgcg1oo:Melvyn Bragg (Himself - Host);j8dzdjri:Dawn Adiss (Herself);nyuwr3wk:Malcolm Bowie (Himself);3p0q5fq4:Darian Leader (Himself);,
p00547lb,2001-11-22,vvgcg1oo:Melvyn Bragg (Himself - Host);ue1q0loq:Margaret Deacon (Herself);mjzbrao4:Tony Rice (Himself);o4zoevu0:Simon Schaffer (Himself);,
p00547ls,2001-11-29,vvgcg1oo:Melvyn Bragg (Himself - Host);qo14zrtg:Jonathan Riley-Smith (Himself);jz7zpa1x:Carole Hillenbrand (Herself);axigakb6:Tariq Ali (Himself);,
p00547m3,2001-12-06,vvgcg1oo:Melvyn Bragg (Himself - Host);dod56cs9:Valentine Cunningham (Himself);tj4qarp5:Regenia Gagnier (Herself);igg15rr0:Neil Sammells (Himself);,
p00547md,2001-12-13,vvgcg1oo:Melvyn Bragg (Himself - Host);nqgc9rno:Steve Jones (Himself);nfed3hcf:Richard Dawkins (Himself);s1w668o1:Linda Partridge (Herself);,
p00547ms,2001-12-20,vvgcg1oo:Melvyn Bragg (Himself - Host);xlgrf8k6:Mary Beard (Herself);3c5mn5nt:Greg Woolf (Himself);1nmsyt5k:Catharine Edwards (Herself);,
p00547n1,2001-12-27,vvgcg1oo:Melvyn Bragg (Himself - Host);8tao1bsl:Rebecca Spang (Herself);cfoys6b5:Ivan Day (Himself);7cum46sz:Felipe Fernandez-Armesto (Himself);,
p005487n,2002-01-03,vvgcg1oo:Melvyn Bragg (Himself - Host);udx567qo:Claire Tomalin (Herself);8yzvrdz1:John Mullan (Himself);gj1cbxee:Hermione Lee (Herself);,
p0054887,2002-01-10,vvgcg1oo:Melvyn Bragg (Himself - Host);tik6ub9s:Jim Al-Khalili (Himself);aghbr0hv:Christine Sutton (Herself);l1tmtutp:John Gribbin (Himself);,
p005488v,2002-01-17,vvgcg1oo:Melvyn Bragg (Himself - Host);crwouf4n:Malcolm Barber (Himself);zg2r71m5:Miri Rubin (Herself);0ek8wrrf:Euan Cameron (Himself);,
p005489g,2002-01-24,vvgcg1oo:Melvyn Bragg (Himself - Host);ba64i0t8:Angie Hobbs (Herself);wbqgy0rh:Simon Blackburn (Himself);60ctkame:Anthony Grayling (Himself);,
p00548b3,2002-01-31,vvgcg1oo:Melvyn Bragg (Himself - Host);zv0p2zi9:Roy Foster (Himself);q5l0os0j:Warwick Gould (Himself);f7iyqe7m:Brenda Maddox (Herself);,
p0054880,2002-02-07,vvgcg1oo:Melvyn Bragg (Himself - Host);hjw8gvd7:Sir Martin Rees (Himself);5qyuvx5e:Julian Barbour (Himself);e2vfplp2:Janna Levin (Herself);,
p005488j,2002-02-14,vvgcg1oo:Melvyn Bragg (Himself - Host);96rpys30:Harold Ellis (Himself);oeuual67:Ruth Richardson (Herself);nz6kg4s8:Andrew Cunningham (Himself);,
p0054894,2002-02-21,vvgcg1oo:Melvyn Bragg (Himself - Host);m8qq8uac:Barry Cunliffe (Himself);69yt18ra:Alistair Moffat (Himself);nsa839id:Miranda Aldhouse Green (Herself);,
p005489r,2002-02-28,vvgcg1oo:Melvyn Bragg (Himself - Host);9arbqfwf:Galen Strawson (Himself);bddarusv:Miranda Fricker (Herself);00slkjz3:Roger Crisp (Himself);,
p00548bg,2002-03-07,vvgcg1oo:Melvyn Bragg (Himself - Host);epyfp1hn:John Carey (Himself);1vcyl572:Lisa Jardine (Herself);apooluxy:Blair Worden (Himself);,
p00548br,2002-03-14,vvgcg1oo:Melvyn Bragg (Himself - Host);mx1a07ok:Peter Harvey (Himself);leavqgji:Kate Crosby (Herself);ggtxkomj:Mahinda Deagallee (Himself);,
p00548c2,2002-03-21,vvgcg1oo:Melvyn Bragg (Himself - Host);9wkb9nrh:Janet Soskice (Herself);p3nt704y:Frederik Pedersen (Himself);190b3e1b:Christina Hardyment (Herself);,
p00548cd,2002-03-28,vvgcg1oo:Melvyn Bragg (Himself - Host);jj1p6l65:Emma Barker (Herself);7on7c1ri:Thomas Healy (Himself);18zbo0fb:Tim Blanning (Himself);,
p00548cq,2002-04-04,vvgcg1oo:Melvyn Bragg (Himself - Host);a5kes8de:Simon Goodwin (Himself);x53js5d0:Ian Stewart (Himself);fjgmxt58:Heather Couper (Herself);,
p00548cz,2002-04-11,vvgcg1oo:Melvyn Bragg (Himself - Host);e0m721yh:Norman Davies (Himself);tdd9txxp:Karin Friedrich (Herself);e1omvngs:Robert Pynsent (Himself);,
p00548d7,2002-04-25,vvgcg1oo:Melvyn Bragg (Himself - Host);74uwmtff:A.N. Wilson (Himself);z399o919:Catriona Kelly (Herself);eyn516cd:Sarah Hudspith (Herself);,
p00548dl,2002-05-02,vvgcg1oo:Melvyn Bragg (Himself - Host);2573rx26:Roger Penrose (Himself);vrl2tg0c:Fay Dowker (Herself);alui7evx:Tony Sudbery (Himself);,
p00548dx,2002-05-09,vvgcg1oo:Melvyn Bragg (Himself - Host);1ouvakui:Dr Anthony Grayling (Himself);n9634j6x:Janet Radcliffe Richards (Herself);6yo1rvfx:Julian Baggini (Himself);,
p00548f6,2002-05-16,vvgcg1oo:Melvyn Bragg (Himself - Host);nuxigm25:Susan Greenfield (Herself);pca9oqji:David Papineau (Himself);bhpi1ypz:Neil Johnson (Himself);,
p00548fh,2002-05-23,vvgcg1oo:Melvyn Bragg (Himself - Host);sbfb4b84:Richard Davenport-Hines (Himself);iweusc58:Sadie Plant (Herself);j1bfqakz:Mike Jay (Himself);,
p00548fs,2002-05-30,vvgcg1oo:Melvyn Bragg (Himself - Host);rh70qwm6:Chloe Chard (Herself);cnv269x1:Jeremy Black (Himself);q8nrtoqn:Edward Chaney (Himself);,
p00548g4,2002-06-06,vvgcg1oo:Melvyn Bragg (Himself - Host);gc7ru3ya:Richard Sorabji (Himself);g4broc5h:Ruth Padel (Herself);o4fbyyft:Martin Palmer (Himself);,
p00548gg,2002-06-13,vvgcg1oo:Melvyn Bragg (Himself - Host);m5rakb3h:Frank McLynn (Himself);rsiukh5g:Jenni Calder (Herself);zaksaoyh:Christopher Frayling (Himself);,
p00548gv,2002-06-20,vvgcg1oo:Melvyn Bragg (Himself - Host);py3uh3gm:John Deathridge (Himself);jwurpxan:Lucy Beckett (Herself);r8nk3xzh:Michael Tanner (Himself);,
