Episode,Date,Guests (Himself/Herself - Role)
19800522,1980-05-22,Shirley Williams (Herself);Walter Goldsmith (Himself);Paul Foot (Himself);Leon Brittan (Himself);Robin Day (Himself - Host)
19800529,1980-05-29,Robin Day (Himself - Host);Patricia Hewitt (Herself);Robert Mellish (Himself);Timothy Raison (Himself);David Sheppard (Himself)
19800605,1980-06-05,Janet Young (Herself);Harold Lever (Himself);Patricia Hollis (Herself);Patrick Devlin (Himself);Robin Day (Himself - Host)
19800612,1980-06-12,Robin Day (Himself - Host);Ann Clwyd (Herself);James Goldsmith (Himself);Sally Oppenheim (Herself);Bill Sirs (Himself)
19801016,1980-10-16,James Prior (Himself);Daphne Park (Herself);Patricia Hewitt (Herself);David Basnett (Himself);Robin Day (Himself - Host)
19801023,1980-10-23,Arnold Weinstock (Himself);Nigel Lawson (Himself);Una Kroll (Herself);Roy Hattersley (Himself);Robin Day (Himself - Host)
19801030,1980-10-30,Robin Day (Himself - Host);Denis Healey (Himself);Mary Kaldor (Herself);Conor Cruise O'Brien (Himself);Peter Thorneycroft (Himself)
19801106,1980-11-06,Robin Day (Himself - Host);Mary Baker (Herself);Leonard Downie (Himself);Francis Pym MP (Himself);Peter Shore MP (Himself)
19801113,1980-11-13,Robin Day (Himself - Host);Liliana Brisby (Herself);Eric Heffer (Himself);Ann Leslie (Herself);Norman St. John Stevas (Himself)
19801120,1980-11-20,Angus Maude (Himself);Gavin Laird (Himself);Judith Hart (Herself);Michael Carver (Himself);Robin Day (Himself - Host)
19801127,1980-11-27,Robin Day (Himself - Host);John Alderson (Himself);Dianne Hayter (Herself);Roy Shaw (Himself);Teddy Taylor (Himself)
19801204,1980-12-04,John Harvey-Jones (Himself);Joe Gormley (Himself);Lynda Chalker (Herself);Tessa Blackstone (Herself);Robin Day (Himself - Host)
19801211,1980-12-11,Gillian Peele (Herself);Neil Kinnock (Himself);Peter Jay (Himself);David Howell (Himself);Robin Day (Himself - Host)
19801218,1980-12-18,Robin Day (Himself - Host);Stanley Booth-Clibborn (Himself);Edward du Cann (Himself);Antonia Fraser (Herself);Shirley Williams (Herself)
19810115,1981-01-15,William Whitelaw (Himself);Cyril Smith (Himself);Peter Parker (Himself);Barbara Castle (Herself);Robin Day (Himself - Host)
19810122,1981-01-22,Robin Day (Himself - Host);Terence Beckett (Himself);Tom Jackson (Himself);Sally Oppenheim (Herself);John Silkin (Himself)
19810129,1981-01-29,Peter Walker (Himself);David Steel (Himself);David Owen (Himself);Frances Morrell (Herself);Robin Day (Himself - Host)
19810205,1981-02-05,Robin Day (Himself - Host);Gwyneth Dunwoody (Herself);Eldon Griffiths (Himself);Clive Jenkins (Himself);David Napley (Himself)
19810212,1981-02-12,Norman St. John Stevas (Himself);Max Reloff (Himself);Edna Healey (Herself);Edward Daly (Himself);Robin Day (Himself - Host)
19810226,1981-02-26,Nancy Seear (Herself);Alex Jarratt (Himself);Donald Dewar (Himself);Rhodes Boyson (Himself);Robin Day (Himself - Host)
19810305,1981-03-05,Robin Day (Himself - Host);Monty Finniston (Himself);Barney Hayhoe (Himself);Terry Marsland (Herself);Jack Straw (Himself)
19810312,1981-03-12,David Penhaligon (Himself);Stanley Orme (Himself);Detta O'Cathain (Herself);Geoffrey Howe (Himself);Robin Day (Himself - Host)
19810319,1981-03-19,Robin Day (Himself - Host);Peggy Fenner (Herself);Merlyn Rees (Himself);William Rees-Mogg (Himself);Arthur Scargill (Himself)
19810326,1981-03-26,Dick Taverne (Himself);Gerald Kaufman (Himself);Douglas Hurd (Himself);Nicky Harrison (Herself);Robin Day (Himself - Host)
19810402,1981-04-02,Robert McKenzie (Himself - Host);Moss Evans (Himself);Jo Grimond (Himself);Susan Masham (Herself);Norman Tebbit (Himself)
19810409,1981-04-09,Michael Heseltine (Himself);Roy Hattersley (Himself);Harriet Harman (Herself);Nigel Broackes (Himself);Robin Day (Himself - Host)
19810416,1981-04-16,Hugh Montefiore (Himself);Paul Johnson (Himself);Sarah Hogg (Herself);Terry Duffy (Himself);Robin Day (Himself - Host)
19810423,1981-04-23,Robin Day (Himself - Host);Janey Buchan (Herself);John Pardoe (Himself);Leo Pliatzky (Himself);Geoffrey Rippon (Himself)
19810430,1981-04-30,Peter Shore (Himself);Bel Mooney (Herself);Roy Jenkins (Himself);Nicholas Fairbairn (Himself);Robin Day (Himself - Host)
19810507,1981-05-07,Robin Day (Himself - Host);Ralf Dahrendorf (Himself);Ken Gill (Himself);Peter Thorneycroft (Himself);Hélène Hayman (Herself)
19810514,1981-05-14,George Younger (Himself);Jane Reed (Herself);Ian Mikardo (Himself);Nicholas Goodison (Himself);Robin Day (Himself - Host)
19810521,1981-05-21,Robin Day (Himself - Host);Frank Field (Himself);Alexander Gowrie (Himself);Miriam Karlin (Herself);Sara Morrison (Herself)
19810528,1981-05-28,Enoch Powell (Himself);Mary Holland (Herself);Eric Heffer (Himself);Leon Brittan (Himself);Robin Day (Himself - Host)
19810604,1981-06-04,Peter Hill-Norton (Himself);Denis Healey (Himself);Paul Foot (Himself);Lynda Chalker (Herself);Robin Day (Himself - Host)
19810611,1981-06-11,Robin Day (Himself - Host);David Evans (Himself);Neil Kinnock (Himself);Usha Prashar (Herself);Timothy Raison (Himself)
19810618,1981-06-18,Woodrow Wyatt (Himself);Janet Morgan (Herself);Michael Meacher (Himself);David Howell (Himself);Robin Day (Himself - Host)
19811022,1981-10-22,Robin Day (Himself - Host);Leon Brittan (Himself);Kay Carmichael (Herself);Jo Grimond (Himself);Denis Healey (Himself)
19811029,1981-10-29,William Rodgers (Himself);Ann Leslie (Herself);Douglas Hurd (Himself);Judith Hart (Herself);Robin Day (Himself - Host)
19811105,1981-11-05,Robin Day (Himself - Host);Roy Hattersley (Himself);Nigel Lawson (Himself);Alan Sapper (Himself);Elizabeth Sidney (Herself)
19811112,1981-11-12,Jane Reed (Herself);Detta O'Cathain (Herself);Ian Gilmore (Himself);Robin Cook (Himself);Robin Day (Himself - Host)
19811119,1981-11-19,William Whitelaw (Himself);Anne Jones (Herself);Ronald Dworkin (Himself);Paul Boateng (Himself);Robin Day (Himself - Host)
19811126,1981-11-26,Robin Day (Himself - Host);Jock Bruce-Gardyne (Himself);Eric Heffer (Himself);Roy Jenkins (Himself);Clare Short (Herself)
19811203,1981-12-03,George Wright (Himself);Adam Thomson (Himself);Sally Oppenheim (Herself);Naomi MacIntosh (Herself);Robin Day (Himself - Host)
19811210,1981-12-10,Robin Day (Himself - Host);Gerry Fitt (Himself);Joan Lestor (Herself);Emily Macfarquhar (Herself);Francis Pym (Himself)
19811217,1981-12-17,Bernard Levin (Himself);Harold Lever (Himself);Antonia Fraser (Herself);Edward du Cann (Himself);Robin Day (Himself - Host)
19820114,1982-01-14,Robin Day (Himself - Host);Neil Kinnock (Himself);Marion Roe (Herself);John Thorn (Himself);Shirley Williams (Herself)
19820121,1982-01-21,Margaret Shaw (Herself);Patrick Jenkin (Himself);Tess Gill (Herself);Terry Duffy (Himself);Robin Day (Himself - Host)
19820128,1982-01-28,Julie Tallon (Herself);Barbara Switzer (Herself);Geoffrey Rippon (Himself);Gerald Kaufman (Himself);Robin Day (Himself - Host)
19820204,1982-02-04,Robin Day (Himself - Host);Alex Kitson (Himself);Isobel Lindsay (Herself);David Penhaligon (Himself);Malcolm Rifkind (Himself)
19820211,1982-02-11,Janet Young (Herself);Cyril Smith (Himself);Frances Morrell (Herself);Joe Haines (Himself);Robin Day (Himself - Host)
19820218,1982-02-18,Robin Day (Himself - Host);Oonagh MacDonald (Herself);David Owen (Himself);Norman Tebbit (Himself);Sid Weighell (Himself)
19820225,1982-02-25,William Waldegrave (Himself);Brenda Dean (Herself);Christopher Chataway (Himself);David Aaronovitch (Himself);Robin Day (Himself - Host)
19820304,1982-03-04,Robin Day (Himself - Host);Bonnie Angelo (Herself);Anna Coote (Herself);Alexander Gowrie (Himself);Peter Shore (Himself)
19820311,1982-03-11,David Steel (Himself);John Silkin (Himself);Geoffrey Howe (Himself);Sarah Hogg (Herself);Robin Day (Himself - Host)
19820318,1982-03-18,Barbara Wootton (Herself);Becky Tinsley (Herself);Ken Livingstone (Himself);Norman Fowler (Himself);Robin Day (Himself - Host)
19820325,1982-03-25,Robin Day (Himself - Host);John Alderson (Himself);Alan Clark (Himself);Sheila Rothwell (Herself);Arthur Scargill (Himself)
19820401,1982-04-01,Mike Thomas (Himself);Norman St. John Stevas (Himself);John Smith (Himself);Terry Marsland (Herself);Robin Day (Himself - Host)
19820408,1982-04-08,Robin Day (Himself - Host);Alun Chalfont (Himself);Judith Hart (Herself);David Howell (Himself);David Owen (Himself)
19820415,1982-04-15,Peregrine Worsthorne (Himself);Geoffrey Rippon (Himself);Russell Johnston (Himself);Denis Healey (Himself);Robin Day (Himself - Host)
19820422,1982-04-22,Robin Day (Himself - Host);John Hackett (Himself);Douglas Hurd (Himself);Drew Middleton (Himself);Edward Shackleton (Himself)
19820429,1982-04-29,Merlyn Rees (Himself);James Prior (Himself);Inez McCormack (Herself);Peter Jenkins (Himself);Ludovic Kennedy (Himself - Host)
19820506,1982-05-06,Christopher Mayhew (Himself);Bruce Kent (Himself);Winston Churchill (Himself);Betty Boothroyd (Herself);Ludovic Kennedy (Himself - Host)
19820513,1982-05-13,Ludovic Kennedy (Himself - Host);David Blunkett (Himself);Kenneth Clarke (Himself);Conor Cruise O'Brien (Himself);Polly Toynbee (Herself)
19820520,1982-05-20,Peter Shore (Himself);Cecil Parkinson (Himself);Brenda Maddox (Herself);John Harvey-Jones (Himself);Ludovic Kennedy (Himself - Host)
19820527,1982-05-27,Ludovic Kennedy (Himself - Host);Janey Buchan (Herself);Edward du Cann (Himself);Peter Jay (Himself);Sue Slipman (Herself)
19820603,1982-06-03,Norman St. John Stevas (Himself);Ivor Richard (Himself);Enoch Powell (Himself);Kina Avebury (Herself);Ludovic Kennedy (Himself - Host)
19820610,1982-06-10,Robin Day (Himself - Host);John Hackett (Himself);Joan Lestor (Herself);John Mortimer (Himself);Angela Rumbold (Herself)
19820617,1982-06-17,David Steel (Himself);Patricia Mann (Herself);Michael Heseltine (Himself);Tony Benn (Himself);Robin Day (Himself - Host)
19821028,1982-10-28,Marjorie Proops (Herself);Julia Neuberger (Herself);Neil Kinnock (Himself);Norman Fowler (Himself);Robin Day (Himself - Host)
19821104,1982-11-04,Robin Day (Himself - Host);Antonia Fraser (Herself);Denis Healey (Himself);Roy Jenkins (Himself);William Whitelaw (Himself)
19821111,1982-11-11,Dafydd Wigley (Himself);Ann Leslie (Herself);Gwyneth Dunwoody (Herself);Leon Brittan (Himself);Robin Day (Himself - Host)
19821118,1982-11-18,Robin Day (Himself - Host);Roy Evans (Himself);Harriet Harman (Herself);Sally Oppenheim (Herself);Clive Thornton (Himself)
19821125,1982-11-25,Ann Taylor (Herself);Asa Briggs (Himself);Rhodes Boyson (Himself);Alan Beith (Himself);Robin Day (Himself - Host)
19821202,1982-12-02,Robin Day (Himself - Host);Peter Hain (Himself);Tom King (Himself);Bernard Levin (Himself);Margaret Wingfield (Herself)
19821209,1982-12-09,Eric Varley (Himself);Joan Ruddock (Herself);Detta O'Cathain (Herself);Julian Critchley (Himself);Robin Day (Himself - Host)
19821216,1982-12-16,Peter Walker (Himself);Peter Shore (Himself);Patrick Meaney (Himself);Claire Brooks (Herself);Robin Day (Himself - Host)
19830113,1983-01-13,Robin Day (Himself - Host);Monty Finniston (Himself);Rosalind Gilmore (Herself);Nigel Lawson (Himself);Arthur Scargill (Himself)
19830120,1983-01-20,William Rodgers (Himself);Geoffrey Rippon (Himself);Peter Jenkins (Himself);Jack Cunningham (Himself);Robin Day (Himself - Host)
19830127,1983-01-27,Robin Day (Himself - Host);Neil Cameron (Himself);Patricia Hewitt (Herself);Francis Pym (Himself);David Sheppard (Himself)
19830203,1983-02-03,George Wright (Himself);Clive Sinclair (Himself);Winnie Ewing (Herself);Lynda Chalker (Herself);Robin Day (Himself - Host)
19830210,1983-02-10,Robin Day (Himself - Host);John Gummer (Himself);Anne Jones (Herself);Paul Oestreicher (Himself);John Smith (Himself)
19830217,1983-02-17,Richard Holme (Himself);Rosalyn Higgins (Herself);Kenneth Clarke (Himself);Barbara Castle (Herself);Robin Day (Himself - Host)
19830224,1983-02-24,Robin Day (Himself - Host);Edward Gardner (Himself);Ken Livingstone (Himself);A.J.P. Taylor (Himself);Polly Toynbee (Herself)
19830303,1983-03-03,Michael Mander (Himself);Tessa Jowell (Herself);Brian Glover (Himself);Jean Barker (Herself);Ludovic Kennedy (Himself - Host)
19830310,1983-03-10,Ludovic Kennedy (Himself - Host);Edwina Currie (Herself);Neil Stewart (Himself);John Thorn (Himself);Des Wilson (Himself)
19830317,1983-03-17,Shirley Williams (Herself);Patricia Mann (Herself);Gerald Kaufman (Himself);Geoffrey Howe (Himself);Robin Day (Himself - Host)
19830324,1983-03-24,Robin Day (Himself - Host);Donald Dewar (Himself);Mary Kenny (Herself);Dick Taverne (Himself);George Young (Himself)
19830331,1983-03-31,Madsen Pirie (Himself);William McCarthy (Himself);Kate Hoey (Herself);Alexander Gowrie (Himself);Robin Day (Himself - Host)
19830407,1983-04-07,Robin Day (Himself - Host);Noel Annan (Himself);Helen Liddell (Herself);Geoffrey Pattie (Himself);Cyril Smith (Himself)
19830414,1983-04-14,Sue Slipman (Herself);Andrew Knight (Himself);Edward du Cann (Himself);David Blunkett (Himself);Robin Day (Himself - Host)
19830421,1983-04-21,Robin Day (Himself - Host);Jill Craigie (Herself);Paddy Mayhew (Himself);Beryl Platt (Herself);Russell Profitt (Himself)
19830428,1983-04-28,Norman Tebbit (Himself);Anne Robinson (Herself);Jim Mortimer (Himself);Neil McIntosh (Himself);Robin Day (Himself - Host)
19830505,1983-05-05,David Steel (Himself);Ann Leslie (Herself);Michael Heseltine (Himself);Michael Foot (Himself);Robin Day (Himself - Host)
19830512,1983-05-12,Robin Day (Himself - Host);David Basnett (Himself);Leo Pliatzky (Himself);Nicholas Ridley (Himself);Elizabeth Sidney (Herself)
19830519,1983-05-19,Robin Day (Himself - Host);John Cartwright MP (Himself);Malcolm Rifkind (Himself);Roy Hattersley (Himself)
19830526,1983-05-26,Robin Day (Himself - Host);Tony Benn (Himself);Geoffrey Howe (Himself);David Penhaligon (Himself)
19830602,1983-06-02,William Rodgers (Himself);Cecil Parkinson (Himself);Denis Healey (Himself);Robin Day (Himself - Host)
19830616,1983-06-16,Robin Day (Himself - Host);Tony Benn (Himself);Michael Meadowcroft (Himself);Donald Trelford (Himself);William Whitelaw (Himself)
19830623,1983-06-23,Clive Thornton (Himself);Norman Tebbit (Himself);David Owen (Himself);Gwyneth Dunwoody (Herself);Robin Day (Himself - Host)
19830630,1983-06-30,Robin Day (Himself - Host);Enoch Powell (Himself);Clare Short (Herself);Norman St. John Stevas (Himself);George Thomas (Himself)
19831027,1983-10-27,Ken Livingstone (Himself);Nicholas Henderson (Himself);John Gummer (Himself);Claire Brooks (Herself);Robin Day (Himself - Host)
19831103,1983-11-03,Robin Day (Himself - Host);Robin Cook (Himself);Rosalind Gilmore (Herself);Emily Macfarquhar (Herself);Nicholas Ridley (Himself)
19831110,1983-11-10,Shirley Williams (Herself);Wendy Hogg (Herself);Roy Hattersley (Himself);Norman Fowler (Himself);Robin Day (Himself - Host)
19831117,1983-11-17,George Walden (Himself);Bernard Levin (Himself);Ann Clwyd (Herself);Paddy Ashdown (Himself);Robin Day (Himself - Host)
19831124,1983-11-24,Robin Day (Himself - Host);Ian Gow (Himself);John Pardoe (Himself);Diana Rookledge (Herself);John Smith (Himself)
19831201,1983-12-01,Barbara Switzer (Herself);Jonathon Porritt (Himself);Douglas Hurd (Himself);John Harvey-Jones (Himself);Robin Day (Himself - Host)
19831208,1983-12-08,Robin Day (Himself - Host);Charles Kennedy (Himself);Gavin Laird (Himself);Clive Sinclair (Himself);George Younger (Himself)
19831215,1983-12-15,James Prior (Himself);Oonagh MacDonald (Herself);John Hackett (Himself);David Alton (Himself);Robin Day (Himself - Host)
19840112,1984-01-12,Robin Day (Himself - Host);Jo Foley (Herself);Tom King (Himself);Michael Meacher (Himself);Clive Thornton (Himself)
19840119,1984-01-19,Des Wilson (Himself);Francis Pym (Himself);John Hoskyns (Himself);Denis Healey (Himself);Robin Day (Himself - Host)
19840126,1984-01-26,Ruth Levitt (Herself);Edwina Currie (Herself);Tony Banks (Himself);Noel Annan (Himself);Robin Day (Himself - Host)
19840202,1984-02-02,Robin Day (Himself - Host);Myra Blyth (Herself);Rhodes Boyson (Himself);Anthony Sampson (Himself);Jack Straw (Himself)
19840209,1984-02-09,Peter Walker (Himself);Jenny Kirkpatrick (Herself);Jack Cunningham (Himself);Lesley Abdela (Herself);Robin Day (Himself - Host)
19840216,1984-02-16,Robin Day (Himself - Host);Kenneth Baker (Himself);Len Murray (Himself);David Penhaligon (Himself);Elizabeth Rees (Herself)
19840223,1984-02-23,Peter Timms (Himself);Roy Jenkins (Himself);Leon Brittan (Himself);Margaret Beckett (Herself);Robin Day (Himself - Host)
19840301,1984-03-01,Robin Day (Himself - Host);Ann Burdus (Herself);Eric Heffer (Himself);Simon Hughes (Himself);Janet Young (Herself)
19840308,1984-03-08,Donald Stewart (Himself);Austin Mitchell (Himself);Edward du Cann (Himself);Lalage Bown (Herself);Robin Day (Himself - Host)
19840315,1984-03-15,David Steel (Himself);Peter Shore (Himself);Rosalind Gilmore (Herself);Kenneth Clarke (Himself);Robin Day (Himself - Host)
19840322,1984-03-22,Robin Day (Himself - Host);Rodney Bickerstaffe (Himself);Cecil Parkinson (Himself);Margaret Sharp (Herself);Adam Thompson (Himself)
19840329,1984-03-29,Nancy Seear (Herself);Madsen Pirie (Himself);Patrick Jenkin (Himself);David Blunkett (Himself);Robin Day (Himself - Host)
19840412,1984-04-12,Sue Lawley (Herself - Host);Alan Clark (Himself);Jane Reed (Herself);Muriel Turner (Herself);Paul Tyler (Himself)
19840419,1984-04-19,Norman St. John Stevas (Himself);Anne Sofer (Herself);Bryan Gould (Himself);James Anderton (Himself);Robin Day (Himself - Host)
19840426,1984-04-26,Robin Day (Himself - Host);John Cartwright (Himself);Lynda Chalker (Herself);Alistair Graham (Himself);Joan Ruddock (Herself)
19840503,1984-05-03,David Owen (Himself);Brenda Maddox (Herself);Nigel Lawson (Himself);Gerald Kaufman (Himself);Robin Day (Himself - Host)
19840510,1984-05-10,Chris Mullin (Himself);David Howell (Himself);Derek Ezra (Himself);Susan Crosland (Herself);Robin Day (Himself - Host)
19840517,1984-05-17,Robin Day (Himself - Host);Harriet Harman (Herself);Malcolm Rifkind (Himself);Susan Thomas (Herself);Donald Trelford (Himself)
19840524,1984-05-24,George Young (Himself);Polly Toynbee (Herself);Margaret Hodge (Herself);Roy Close (Himself);Robin Day (Himself - Host)
19840531,1984-05-31,Robin Day (Himself - Host);Maggie Clay (Herself);James Eberle (Himself);Norman Lamont (Himself);George Robertson (Himself)
19840607,1984-06-07,Christine Ockrent (Herself);Roy Jenkins (Himself);Edward Heath (Himself);Robin Cook (Himself);Robin Day (Himself - Host)
19840614,1984-06-14,Robin Day (Himself - Host);Tony Benn (Himself);Alexander Gowrie (Himself);Detta O'Cathain (Herself);Donny O'Rourke (Himself)
19840621,1984-06-21,Norman Tebbit (Himself);John Smith (Himself);Michael Meadowcroft (Himself);Antonia Fraser (Herself);Robin Day (Himself - Host)
19840712,1984-07-12,Shirley Williams (Herself);Ken Livingstone (Himself);James Cooke (Himself);Kenneth Clarke (Himself);Robin Day (Himself - Host)
19841025,1984-10-25,Robin Day (Himself - Host);David Alton (Himself);Joan Maynard (Herself);David Mellor (Himself);Enid Ralphs (Herself)
19841101,1984-11-01,Enoch Powell (Himself);Michael Mates (Himself);John Hume (Himself);Peter Archer (Himself);Robin Day (Himself - Host)
19841108,1984-11-08,Peter Walker (Himself);Ann Leslie (Herself);Roy Hattersley (Himself);Paddy Ashdown (Himself);Robin Day (Himself - Host)
19841115,1984-11-15,Robin Day (Himself - Host);John Banham (Himself);Derek Hatton (Himself);Emma Nicholson (Herself);Shirley Williams (Herself)
19841122,1984-11-22,Detta O'Cathain (Herself);Archy Kirkwood (Himself);Douglas Hurd (Himself);Barbara Castle (Herself);Robin Day (Himself - Host)
19841129,1984-11-29,Richard Luce (Himself);Frank Judd (Himself);Max Hastings (Himself);Lalage Bown (Herself);Robin Day (Himself - Host)
19841206,1984-12-06,Robin Day (Himself - Host);Rodney Bickerstaffe (Himself);Claire Brooks (Herself);Kenneth Clarke (Himself);Peter Newsam (Himself)
19841213,1984-12-13,Diana Warwick (Herself);Jeff Rooker (Himself);John Moore (Himself);Jeremy Bullmore (Himself);Robin Day (Himself - Host)
19850110,1985-01-10,Robin Day (Himself - Host);Ann Burdus (Herself);Denzil Davies (Himself);Malcolm Rifkind (Himself);William Rodgers (Himself)
19850117,1985-01-17,Clare Short (Herself);Andrew Neil (Himself);Richard Needham (Himself);Margaret Joachim (Herself);Robin Day (Himself - Host)
19850124,1985-01-24,Robin Day (Himself - Host);Jack Cunningham (Himself);Jo Foley (Herself);Geoffrey Howe (Himself);David Owen (Himself)
19850131,1985-01-31,Anthony Parson (Himself);Tony Newton (Himself);John Harvey-Jones (Himself);Gwyneth Dunwoody (Herself);Robin Day (Himself - Host)
19850207,1985-02-07,David Penhaligon (Himself);Chris Patten (Himself);John Gunnell (Himself);Elizabeth Cottrell (Herself);Robin Day (Himself - Host)
19850214,1985-02-14,Robin Day (Himself - Host);John Gummer (Himself);Dipak Nandy (Himself);George Robertson (Himself);Audrey Slaughter (Herself)
19850221,1985-02-21,Ken Livingstone (Himself);Tom King (Himself);Michael Hancock (Himself);Antonia Fraser (Herself);Robin Day (Himself - Host)
19850228,1985-02-28,Robin Day (Himself - Host);Norman Lamont (Himself);Jonathon Porritt (Himself);Elizabeth Rees (Herself);Norman Willis (Himself)
19850307,1985-03-07,David Steel (Himself);Anne Jones (Herself);Kenneth Clarke (Himself);Tony Benn (Himself);Donald MacCormick (Himself - Host)
19850314,1985-03-14,Donald MacCormick (Himself - Host);Jeffrey Archer (Himself);Robin Cook (Himself);James Prior (Himself);Sue Slipman (Herself)
19850321,1985-03-21,Anne Sofer (Herself);Michael Meacher (Himself);Rosalind Gilmore (Herself);Leon Brittan (Himself);Donald MacCormick (Himself - Host)
19850328,1985-03-28,Alan Watson (Himself);Mary Warnock (Herself);John Patten (Himself);Oonagh MacDonald (Herself);Donald MacCormick (Himself - Host)
19850404,1985-04-04,Donald MacCormick (Himself - Host);Peter Jenkins (Himself);Jean Millar (Herself);John Prescott (Himself);Norman Tebbit (Himself)
19850418,1985-04-18,Carol Smart (Herself);Denis Healey (Himself);Laura Grimond (Herself);Alexander Gowrie (Himself);Bernard Levin (Himself - Host)
19850425,1985-04-25,Sue Lawley (Herself - Host);Myra Blyth (Herself);Donald Dewar (Himself);Teresa Gorman (Herself);Cecil Parkinson (Himself)
19850502,1985-05-02,Michael Montague (Himself);Patrick Jenkin (Himself);Maggie Clay (Herself);Joel Barnett (Himself);Sue Lawley (Herself - Host)
19850509,1985-05-09,Donald MacCormick (Himself - Host);Lynda Chalker (Herself);Roy Jenkins (Himself);Jack Straw (Himself);Gordon Wilson (Himself)
19850516,1985-05-16,Nancy Seear (Herself);Peter Parker (Himself);Edward du Cann (Himself);Tony Blair (Himself);Donald MacCormick (Himself - Host)
